15,3,3
21,5,5
33,9,9
39,11,11
51,9,9
57,17,17
69,17,13
87,17,5
93,17,23
111,35,35
123,33,17
129,41,41
141,33,7
159,33,41
177,33,51
183,49,49
201,65,65
213,69,69
219,65,41
237,73,31
249,65,53
35,11,11
55,17,13
65,11,11
85,9,9
95,35,35
115,41,29
145,17,5
155,49,49
185,35,35
205,33,17
215,65,53
235,65,17
77,17,23
91,11,11
119,41,41
133,17,17
161,65,65
203,65,53
217,17,23
143,49,49
187,73,57
209,73,37
253,97,93
221,41,41
247,35,35
